,Binary_Class,Search Date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake,toilet paper,stimulus,vaccines near me,vaccine side effects,how to get my taste back,anti-depressant,mental health,can dogs get covid,doritos locos tacos,best hikes near me,tiktok,jeff bezos net worth,what is ivermectin,what is mrna,bill gates population control,ubereats,instacart jobs,gig economy,stimmy,trump,biden,china,Total Doses Administered,Daily Increase,Current Hospitalized COVID-19 Patients,Number of Flights
54,High,2021-12-21,26.0,74.0,42.0,29.0,48.0,29.0,57.0,47.0,27.0,5.0,9.0,30.0,14.0,7.0,23.0,17.0,8.0,19.0,27.0,18.0,53.0,2.0,24.0,66.0,9.0,62.0,95.0,13.0,67.0,29.0,30.0,42.0,21.0,51.0,68.0,12.0,13.0,48.0,27.0,18.0,61.0,43.0,65.0,46.0,20.0,1.0,28.0,39.0,1.0,1.0,27.0,14.0,31.0,22.0,47.0,44.0,3.0,15.0,13.0,8.0,14.0,17.0,5.0,49.0,9.0,5.0,0.0,2.0,5.0,21.0,504531709.0,1931184.0,62332.86,183361.0
55,High,2021-12-20,33.0,72.0,22.0,27.0,53.0,22.0,60.0,42.0,23.0,5.0,9.0,24.0,13.0,8.0,57.0,19.0,7.0,7.0,29.0,14.0,50.0,4.0,24.0,63.0,8.0,59.0,70.0,19.0,60.0,32.0,25.0,42.0,21.0,55.0,67.0,11.0,14.0,45.0,35.0,18.0,64.0,45.0,57.0,44.0,17.0,1.0,28.0,40.0,1.0,2.0,37.0,11.0,32.0,22.0,50.0,38.0,4.0,5.0,12.0,11.0,13.0,22.0,0.0,59.0,13.0,3.0,0.0,2.0,2.0,22.0,502600525.0,1805638.0,62215.71,183377.0
56,High,2021-12-19,33.0,67.0,34.0,20.0,42.0,25.0,78.0,37.0,20.0,11.0,15.0,15.0,15.0,6.0,51.0,18.0,5.0,14.0,37.0,10.0,70.0,1.0,23.0,60.0,5.0,47.0,56.0,12.0,61.0,26.0,25.0,43.0,20.0,58.0,62.0,11.0,17.0,47.0,33.0,14.0,54.0,45.0,59.0,45.0,14.0,1.0,30.0,41.0,1.0,1.0,21.0,11.0,34.0,0.0,28.0,33.0,2.0,32.0,14.0,10.0,13.0,8.0,6.0,58.0,14.0,3.0,0.0,2.0,2.0,23.0,500794887.0,630766.0,62115.0,158172.0
57,High,2021-12-18,28.0,68.0,62.0,32.0,46.0,22.0,55.0,38.0,15.0,11.0,15.0,19.0,12.0,6.0,52.0,21.0,5.0,7.0,32.0,9.0,45.0,2.0,23.0,63.0,6.0,38.0,69.0,13.0,77.0,20.0,26.0,45.0,22.0,62.0,65.0,4.0,13.0,44.0,24.0,18.0,70.0,44.0,47.0,42.0,14.0,1.0,33.0,38.0,1.0,1.0,24.0,13.0,29.0,0.0,32.0,35.0,2.0,16.0,19.0,7.0,22.0,14.0,6.0,47.0,10.0,1.0,1.0,2.0,2.0,24.0,500164121.0,1103764.0,61997.29,155572.0
58,High,2021-12-17,41.0,73.0,29.0,23.0,51.0,22.0,54.0,35.0,17.0,0.0,9.0,41.0,11.0,11.0,48.0,22.0,5.0,45.0,30.0,16.0,46.0,2.0,24.0,68.0,9.0,37.0,44.0,19.0,66.0,27.0,28.0,45.0,23.0,58.0,67.0,9.0,11.0,47.0,31.0,20.0,84.0,45.0,48.0,45.0,15.0,1.0,40.0,41.0,1.0,1.0,19.0,14.0,31.0,0.0,51.0,21.0,2.0,19.0,43.0,9.0,10.0,27.0,0.0,50.0,11.0,4.0,1.0,2.0,2.0,24.0,499060357.0,1895951.0,61844.0,192674.0
59,Low,2021-12-16,46.0,83.0,49.0,27.0,65.0,21.0,57.0,39.0,19.0,0.0,0.0,40.0,17.0,13.0,56.0,22.0,5.0,38.0,30.0,13.0,63.0,3.0,24.0,68.0,11.0,33.0,61.0,18.0,57.0,30.0,29.0,39.0,17.0,59.0,71.0,14.0,16.0,52.0,32.0,16.0,65.0,46.0,58.0,45.0,15.0,1.0,22.0,40.0,1.0,2.0,22.0,14.0,26.0,43.0,59.0,22.0,5.0,15.0,16.0,8.0,17.0,35.0,16.0,55.0,9.0,7.0,1.0,2.0,2.0,22.0,497164406.0,1655961.0,61553.14,185062.0
60,Low,2021-12-15,42.0,85.0,44.0,25.0,62.0,23.0,59.0,35.0,19.0,5.0,0.0,29.0,24.0,22.0,54.0,25.0,4.0,49.0,28.0,18.0,39.0,3.0,23.0,62.0,10.0,37.0,68.0,10.0,55.0,30.0,37.0,41.0,16.0,62.0,71.0,19.0,26.0,50.0,33.0,15.0,70.0,51.0,65.0,55.0,15.0,1.0,22.0,40.0,1.0,2.0,20.0,11.0,50.0,21.0,63.0,22.0,1.0,5.0,12.0,11.0,17.0,38.0,5.0,63.0,12.0,6.0,2.0,2.0,2.0,33.0,495508445.0,1683600.0,61172.0,177308.0
61,High,2021-12-14,43.0,84.0,24.0,22.0,63.0,23.0,57.0,35.0,18.0,5.0,0.0,46.0,30.0,23.0,93.0,37.0,4.0,18.0,27.0,16.0,42.0,4.0,27.0,67.0,11.0,28.0,69.0,17.0,58.0,53.0,24.0,39.0,15.0,67.0,74.0,20.0,22.0,47.0,36.0,17.0,53.0,51.0,71.0,47.0,14.0,2.0,22.0,38.0,1.0,2.0,17.0,11.0,5.0,42.0,67.0,20.0,3.0,10.0,12.0,9.0,24.0,39.0,5.0,48.0,11.0,4.0,1.0,2.0,2.0,23.0,493824845.0,1684917.0,60671.43,179521.0
62,Low,2021-12-13,41.0,81.0,45.0,24.0,65.0,20.0,60.0,33.0,17.0,0.0,4.0,76.0,25.0,14.0,50.0,53.0,4.0,56.0,31.0,15.0,48.0,3.0,27.0,62.0,10.0,28.0,57.0,20.0,57.0,29.0,22.0,40.0,15.0,64.0,69.0,20.0,30.0,50.0,36.0,17.0,63.0,48.0,64.0,50.0,16.0,1.0,21.0,39.0,1.0,2.0,15.0,10.0,5.0,21.0,67.0,17.0,3.0,0.0,12.0,7.0,11.0,45.0,0.0,54.0,12.0,3.0,0.0,2.0,2.0,21.0,492139928.0,1588822.0,60058.86,184119.0
63,High,2021-12-12,30.0,72.0,33.0,29.0,53.0,22.0,79.0,31.0,13.0,0.0,9.0,57.0,9.0,8.0,42.0,32.0,3.0,13.0,35.0,9.0,84.0,1.0,22.0,64.0,6.0,25.0,52.0,11.0,62.0,28.0,23.0,42.0,17.0,68.0,66.0,20.0,33.0,48.0,37.0,17.0,75.0,51.0,69.0,44.0,12.0,1.0,21.0,39.0,1.0,1.0,17.0,10.0,39.0,0.0,37.0,14.0,4.0,31.0,14.0,7.0,14.0,9.0,0.0,51.0,15.0,3.0,2.0,2.0,2.0,29.0,490551106.0,619977.0,59262.0,165742.0
64,High,2021-12-11,42.0,72.0,49.0,29.0,49.0,17.0,55.0,31.0,11.0,11.0,9.0,47.0,8.0,9.0,24.0,40.0,3.0,41.0,34.0,10.0,40.0,1.0,26.0,58.0,6.0,19.0,61.0,15.0,76.0,36.0,24.0,47.0,22.0,71.0,64.0,9.0,11.0,46.0,31.0,21.0,64.0,46.0,53.0,42.0,10.0,1.0,24.0,36.0,1.0,1.0,18.0,12.0,22.0,23.0,40.0,14.0,2.0,0.0,14.0,11.0,16.0,26.0,0.0,58.0,7.0,3.0,0.0,2.0,2.0,35.0,489931129.0,1235320.0,58411.0,148890.0
65,High,2021-12-10,32.0,75.0,41.0,25.0,61.0,17.0,56.0,32.0,13.0,10.0,9.0,43.0,15.0,13.0,56.0,33.0,3.0,19.0,30.0,10.0,53.0,3.0,29.0,58.0,9.0,22.0,58.0,24.0,79.0,47.0,25.0,43.0,19.0,69.0,66.0,10.0,11.0,52.0,38.0,21.0,76.0,45.0,56.0,45.0,11.0,1.0,24.0,41.0,1.0,1.0,24.0,12.0,40.0,21.0,59.0,15.0,2.0,10.0,12.0,9.0,13.0,35.0,16.0,57.0,12.0,3.0,0.0,2.0,2.0,24.0,488695809.0,2065678.0,57511.71,181222.0
66,Low,2021-12-09,40.0,86.0,68.0,27.0,68.0,17.0,60.0,33.0,16.0,5.0,0.0,49.0,10.0,14.0,65.0,16.0,4.0,31.0,29.0,14.0,39.0,4.0,28.0,70.0,11.0,20.0,57.0,22.0,66.0,27.0,24.0,42.0,16.0,63.0,67.0,20.0,30.0,52.0,38.0,17.0,72.0,50.0,64.0,48.0,12.0,1.0,20.0,39.0,1.0,1.0,23.0,13.0,45.0,41.0,68.0,19.0,2.0,10.0,12.0,6.0,11.0,42.0,0.0,58.0,12.0,3.0,0.0,2.0,2.0,24.0,486630131.0,1887332.0,56563.0,185353.0
67,Low,2021-12-08,27.0,88.0,41.0,21.0,73.0,20.0,63.0,33.0,16.0,5.0,4.0,75.0,11.0,13.0,50.0,17.0,3.0,80.0,29.0,15.0,52.0,4.0,27.0,66.0,11.0,23.0,71.0,13.0,58.0,32.0,24.0,42.0,16.0,66.0,71.0,27.0,34.0,47.0,36.0,17.0,61.0,48.0,74.0,50.0,12.0,1.0,20.0,38.0,1.0,1.0,28.0,14.0,35.0,0.0,77.0,18.0,3.0,14.0,12.0,8.0,19.0,46.0,5.0,52.0,17.0,7.0,0.0,2.0,2.0,30.0,484742799.0,1890977.0,55595.86,178912.0
68,High,2021-12-07,46.0,87.0,63.0,29.0,69.0,21.0,63.0,34.0,15.0,5.0,4.0,60.0,8.0,13.0,63.0,18.0,4.0,30.0,26.0,14.0,47.0,5.0,22.0,72.0,13.0,23.0,72.0,17.0,58.0,42.0,25.0,42.0,16.0,72.0,72.0,22.0,26.0,46.0,37.0,17.0,63.0,50.0,69.0,55.0,12.0,1.0,20.0,38.0,1.0,1.0,26.0,12.0,29.0,20.0,74.0,14.0,5.0,0.0,12.0,8.0,15.0,35.0,5.0,56.0,9.0,7.0,0.0,2.0,2.0,42.0,482851822.0,1877294.0,54684.57,177255.0
69,Low,2021-12-06,32.0,89.0,39.0,19.0,70.0,18.0,53.0,33.0,14.0,5.0,4.0,63.0,10.0,13.0,53.0,17.0,4.0,36.0,27.0,16.0,54.0,4.0,27.0,64.0,11.0,22.0,60.0,10.0,65.0,63.0,25.0,40.0,16.0,71.0,69.0,23.0,36.0,45.0,37.0,17.0,61.0,56.0,69.0,54.0,13.0,1.0,21.0,38.0,1.0,1.0,26.0,12.0,34.0,60.0,70.0,11.0,1.0,5.0,12.0,8.0,19.0,40.0,10.0,55.0,11.0,6.0,1.0,2.0,2.0,23.0,480974528.0,1798658.0,53794.0,158922.0
70,High,2021-12-05,37.0,73.0,70.0,29.0,59.0,20.0,79.0,33.0,12.0,16.0,18.0,32.0,7.0,6.0,40.0,19.0,3.0,27.0,37.0,9.0,74.0,2.0,24.0,57.0,6.0,24.0,63.0,15.0,59.0,25.0,29.0,42.0,14.0,74.0,67.0,22.0,28.0,49.0,37.0,18.0,65.0,53.0,74.0,43.0,12.0,1.0,21.0,37.0,1.0,1.0,15.0,11.0,60.0,22.0,44.0,15.0,4.0,36.0,14.0,6.0,14.0,20.0,0.0,52.0,12.0,3.0,0.0,2.0,2.0,28.0,479175870.0,717766.0,52991.43,158307.0
71,High,2021-12-04,31.0,73.0,78.0,26.0,51.0,19.0,57.0,31.0,12.0,11.0,19.0,36.0,6.0,9.0,52.0,18.0,3.0,13.0,32.0,11.0,77.0,2.0,22.0,64.0,6.0,22.0,52.0,15.0,79.0,30.0,27.0,45.0,21.0,72.0,65.0,14.0,14.0,41.0,35.0,21.0,76.0,46.0,54.0,43.0,13.0,1.0,23.0,36.0,1.0,1.0,23.0,18.0,39.0,0.0,37.0,18.0,7.0,26.0,14.0,7.0,12.0,21.0,6.0,63.0,5.0,6.0,0.0,2.0,2.0,41.0,478458104.0,1458095.0,52213.14,167276.0
72,High,2021-12-03,45.0,88.0,60.0,23.0,62.0,19.0,65.0,33.0,12.0,5.0,8.0,51.0,12.0,14.0,56.0,17.0,3.0,36.0,31.0,15.0,50.0,4.0,25.0,71.0,10.0,22.0,54.0,34.0,75.0,53.0,25.0,44.0,18.0,72.0,66.0,12.0,12.0,45.0,39.0,24.0,78.0,45.0,63.0,44.0,12.0,1.0,24.0,39.0,1.0,1.0,25.0,21.0,64.0,0.0,64.0,19.0,1.0,14.0,12.0,8.0,14.0,48.0,20.0,57.0,18.0,6.0,1.0,2.0,2.0,23.0,477000009.0,2397193.0,51433.14,195817.0
73,Low,2021-12-02,40.0,85.0,49.0,29.0,70.0,18.0,66.0,34.0,16.0,14.0,8.0,47.0,11.0,13.0,80.0,17.0,4.0,41.0,33.0,15.0,59.0,4.0,26.0,65.0,11.0,24.0,59.0,23.0,64.0,25.0,25.0,42.0,16.0,72.0,74.0,25.0,31.0,44.0,39.0,22.0,72.0,52.0,72.0,49.0,13.0,1.0,20.0,37.0,1.0,1.0,29.0,16.0,24.0,20.0,69.0,24.0,2.0,18.0,12.0,8.0,11.0,44.0,5.0,50.0,19.0,7.0,0.0,2.0,2.0,22.0,474602816.0,2126414.0,50555.57,194370.0
74,Low,2021-11-02,47.0,84.0,58.0,19.0,68.0,15.0,51.0,31.0,12.0,0.0,4.0,52.0,16.0,19.0,65.0,13.0,2.0,18.0,30.0,18.0,90.0,5.0,28.0,64.0,11.0,19.0,67.0,11.0,55.0,72.0,22.0,42.0,16.0,71.0,72.0,20.0,31.0,50.0,44.0,26.0,70.0,56.0,75.0,48.0,9.0,1.0,21.0,39.0,1.0,1.0,15.0,13.0,25.0,62.0,77.0,11.0,2.0,19.0,12.0,13.0,12.0,38.0,15.0,53.0,18.0,3.0,0.0,2.0,6.0,40.0,431900368.0,1484991.0,42496.43,184594.0
75,High,2021-10-02,25.0,69.0,38.0,37.0,51.0,15.0,54.0,28.0,7.0,0.0,0.0,14.0,6.0,6.0,31.0,14.0,2.0,21.0,31.0,8.0,49.0,2.0,23.0,64.0,6.0,21.0,61.0,11.0,79.0,32.0,25.0,42.0,23.0,67.0,55.0,9.0,14.0,49.0,33.0,19.0,70.0,48.0,57.0,41.0,17.0,1.0,26.0,45.0,1.0,1.0,11.0,16.0,44.0,23.0,36.0,13.0,2.0,57.0,15.0,10.0,25.0,26.0,6.0,53.0,11.0,2.0,1.0,2.0,2.0,22.0,402065899.0,625173.0,69087.57,179746.0
76,Low,2021-09-02,29.0,84.0,48.0,26.0,52.0,15.0,52.0,36.0,6.0,5.0,8.0,71.0,16.0,8.0,43.0,14.0,5.0,43.0,32.0,12.0,51.0,6.0,23.0,71.0,11.0,38.0,75.0,13.0,63.0,30.0,29.0,38.0,15.0,62.0,60.0,13.0,20.0,49.0,39.0,19.0,54.0,50.0,65.0,49.0,76.0,2.0,24.0,56.0,1.0,2.0,23.0,23.0,20.0,42.0,58.0,18.0,2.0,28.0,12.0,6.0,100.0,27.0,0.0,61.0,24.0,11.0,0.0,2.0,4.0,24.0,379521508.0,892979.0,95542.43,205527.0
77,High,2021-08-02,32.0,83.0,42.0,25.0,52.0,14.0,58.0,31.0,5.0,0.0,4.0,78.0,50.0,11.0,40.0,13.0,4.0,41.0,32.0,14.0,53.0,7.0,25.0,68.0,9.0,40.0,87.0,18.0,65.0,35.0,26.0,45.0,15.0,56.0,58.0,12.0,10.0,49.0,98.0,10.0,74.0,56.0,68.0,46.0,19.0,3.0,25.0,63.0,1.0,2.0,37.0,22.0,33.0,0.0,58.0,12.0,4.0,27.0,12.0,11.0,19.0,32.0,15.0,51.0,24.0,3.0,0.0,2.0,1.0,34.0,354618805.0,718641.0,44070.86,193672.0
78,High,2021-07-02,26.0,75.0,46.0,35.0,50.0,12.0,59.0,23.0,3.0,14.0,13.0,41.0,4.0,8.0,38.0,12.0,2.0,24.0,32.0,10.0,59.0,7.0,23.0,68.0,8.0,9.0,65.0,26.0,66.0,70.0,33.0,45.0,20.0,58.0,54.0,8.0,11.0,52.0,74.0,12.0,70.0,63.0,56.0,31.0,7.0,1.0,28.0,87.0,1.0,3.0,14.0,15.0,15.0,20.0,44.0,1.0,5.0,32.0,14.0,9.0,10.0,9.0,0.0,57.0,10.0,3.0,2.0,3.0,2.0,23.0,338372456.0,619991.0,12420.43,201098.0
79,High,2021-06-02,42.0,82.0,40.0,26.0,60.0,9.0,60.0,25.0,9.0,4.0,0.0,48.0,8.0,11.0,52.0,14.0,2.0,6.0,26.0,14.0,72.0,6.0,26.0,72.0,12.0,9.0,70.0,15.0,54.0,48.0,28.0,43.0,19.0,60.0,60.0,16.0,16.0,49.0,37.0,17.0,61.0,68.0,71.0,42.0,5.0,2.0,25.0,64.0,1.0,4.0,19.0,21.0,18.0,19.0,63.0,4.0,2.0,22.0,14.0,5.0,5.0,22.0,0.0,44.0,12.0,4.0,3.0,3.0,3.0,51.0,314277388.0,1113675.0,19029.43,191584.0
80,Low,2021-05-02,27.0,71.0,54.0,34.0,56.0,9.0,62.0,29.0,4.0,16.0,0.0,31.0,6.0,8.0,23.0,18.0,2.0,13.0,37.0,5.0,60.0,9.0,22.0,73.0,8.0,16.0,53.0,18.0,61.0,47.0,26.0,43.0,20.0,73.0,63.0,23.0,33.0,51.0,42.0,24.0,59.0,64.0,69.0,42.0,4.0,1.0,22.0,54.0,1.0,4.0,26.0,38.0,11.0,45.0,47.0,5.0,2.0,40.0,14.0,11.0,2.0,26.0,11.0,45.0,18.0,6.0,1.0,2.0,3.0,27.0,264304512.0,875673.0,35343.43,150416.0
81,Low,2021-04-02,32.0,73.0,27.0,35.0,52.0,10.0,62.0,29.0,6.0,5.0,0.0,45.0,11.0,11.0,60.0,18.0,4.0,18.0,31.0,12.0,69.0,8.0,25.0,78.0,11.0,19.0,46.0,32.0,71.0,25.0,25.0,46.0,26.0,68.0,54.0,9.0,19.0,46.0,33.0,17.0,51.0,52.0,56.0,35.0,7.0,1.0,24.0,53.0,1.0,12.0,77.0,71.0,10.0,20.0,51.0,10.0,2.0,28.0,13.0,8.0,12.0,43.0,15.0,55.0,6.0,5.0,7.0,3.0,3.0,23.0,179632737.0,3651241.0,34552.14,180854.0
82,High,2021-03-02,43.0,91.0,35.0,24.0,76.0,6.0,70.0,24.0,5.0,5.0,8.0,52.0,36.0,11.0,54.0,24.0,5.0,11.0,33.0,14.0,56.0,13.0,29.0,83.0,22.0,18.0,56.0,23.0,66.0,26.0,24.0,44.0,17.0,69.0,63.0,28.0,36.0,44.0,48.0,15.0,69.0,57.0,80.0,45.0,5.0,1.0,19.0,44.0,1.0,18.0,59.0,39.0,23.0,19.0,65.0,10.0,2.0,4.0,13.0,7.0,5.0,72.0,5.0,42.0,16.0,4.0,3.0,5.0,5.0,22.0,91992938.0,2459727.0,44880.43,157518.0
83,High,2021-02-02,38.0,91.0,37.0,26.0,68.0,9.0,67.0,25.0,6.0,9.0,4.0,38.0,4.0,12.0,45.0,24.0,4.0,33.0,35.0,16.0,55.0,12.0,28.0,81.0,23.0,27.0,59.0,22.0,65.0,35.0,23.0,47.0,17.0,72.0,63.0,27.0,34.0,44.0,50.0,17.0,67.0,54.0,75.0,51.0,11.0,2.0,24.0,40.0,1.0,14.0,43.0,31.0,23.0,0.0,59.0,14.0,3.0,25.0,15.0,55.0,8.0,49.0,5.0,54.0,28.0,6.0,3.0,6.0,7.0,22.0,40742109.0,1693343.0,92781.86,127998.0
84,High,2021-01-02,28.0,80.0,52.0,50.0,53.0,14.0,61.0,32.0,9.0,10.0,22.0,30.0,1.0,9.0,44.0,46.0,7.0,6.0,52.0,9.0,43.0,9.0,26.0,73.0,9.0,45.0,65.0,43.0,82.0,27.0,26.0,53.0,21.0,78.0,64.0,12.0,33.0,43.0,26.0,19.0,59.0,51.0,55.0,45.0,11.0,1.0,26.0,41.0,1.0,33.0,18.0,18.0,56.0,21.0,27.0,31.0,3.0,48.0,13.0,25.0,11.0,12.0,5.0,59.0,18.0,6.0,15.0,11.0,3.0,26.0,6001829.0,263940.0,119925.0,120291.0
85,High,2021-11-20,28.0,70.0,49.0,31.0,54.0,18.0,53.0,28.0,11.0,11.0,19.0,29.0,6.0,7.0,41.0,19.0,3.0,7.0,40.0,10.0,73.0,2.0,24.0,66.0,6.0,17.0,54.0,25.0,88.0,27.0,24.0,46.0,28.0,75.0,59.0,11.0,10.0,45.0,32.0,27.0,92.0,48.0,54.0,41.0,10.0,1.0,24.0,38.0,1.0,1.0,20.0,14.0,45.0,24.0,38.0,13.0,8.0,21.0,14.0,8.0,12.0,20.0,6.0,59.0,9.0,4.0,0.0,2.0,4.0,54.0,458590273.0,1220366.0,43438.86,179349.0
86,High,2021-11-19,39.0,82.0,24.0,26.0,63.0,18.0,48.0,29.0,11.0,10.0,9.0,49.0,8.0,10.0,68.0,17.0,3.0,19.0,38.0,13.0,48.0,3.0,25.0,64.0,9.0,17.0,48.0,16.0,59.0,74.0,24.0,46.0,28.0,75.0,63.0,9.0,7.0,44.0,31.0,29.0,75.0,45.0,53.0,41.0,8.0,1.0,24.0,38.0,1.0,1.0,20.0,14.0,26.0,0.0,61.0,9.0,1.0,15.0,12.0,5.0,10.0,31.0,10.0,52.0,20.0,3.0,0.0,2.0,4.0,23.0,457369907.0,2048985.0,42959.71,195824.0
87,Low,2021-11-18,42.0,86.0,34.0,30.0,67.0,18.0,57.0,32.0,14.0,5.0,13.0,62.0,11.0,13.0,68.0,17.0,3.0,56.0,37.0,16.0,56.0,4.0,28.0,69.0,11.0,17.0,49.0,33.0,58.0,35.0,25.0,45.0,21.0,68.0,67.0,17.0,33.0,44.0,33.0,21.0,60.0,48.0,65.0,46.0,10.0,1.0,22.0,38.0,1.0,1.0,18.0,17.0,40.0,42.0,70.0,11.0,3.0,15.0,13.0,10.0,18.0,32.0,5.0,48.0,13.0,17.0,1.0,2.0,3.0,31.0,455320922.0,1765917.0,42468.86,188759.0
88,Low,2021-11-17,47.0,89.0,39.0,25.0,72.0,18.0,59.0,32.0,16.0,5.0,8.0,47.0,10.0,11.0,50.0,17.0,3.0,24.0,30.0,16.0,53.0,4.0,31.0,70.0,12.0,19.0,55.0,20.0,54.0,42.0,25.0,42.0,20.0,73.0,71.0,26.0,39.0,45.0,42.0,23.0,60.0,49.0,75.0,48.0,13.0,1.0,22.0,37.0,1.0,1.0,20.0,17.0,29.0,20.0,75.0,9.0,3.0,5.0,13.0,10.0,22.0,47.0,15.0,42.0,15.0,5.0,0.0,2.0,3.0,50.0,453555005.0,1737867.0,41995.29,191023.0
89,Low,2021-11-16,43.0,94.0,38.0,24.0,75.0,21.0,64.0,32.0,15.0,5.0,0.0,52.0,14.0,13.0,79.0,19.0,3.0,70.0,28.0,15.0,81.0,5.0,31.0,66.0,10.0,19.0,71.0,20.0,55.0,89.0,26.0,41.0,18.0,78.0,75.0,25.0,24.0,44.0,39.0,23.0,64.0,57.0,81.0,48.0,15.0,1.0,21.0,39.0,1.0,1.0,22.0,15.0,18.0,20.0,79.0,6.0,2.0,18.0,15.0,9.0,23.0,39.0,5.0,55.0,17.0,3.0,1.0,2.0,3.0,33.0,451817138.0,1661984.0,41638.71,185253.0
90,Low,2021-11-15,36.0,89.0,44.0,34.0,69.0,18.0,56.0,30.0,13.0,5.0,13.0,68.0,8.0,11.0,75.0,17.0,3.0,55.0,32.0,15.0,66.0,4.0,25.0,66.0,10.0,19.0,56.0,17.0,64.0,51.0,26.0,42.0,16.0,77.0,69.0,23.0,35.0,45.0,40.0,22.0,66.0,57.0,75.0,51.0,15.0,1.0,20.0,39.0,1.0,2.0,15.0,13.0,15.0,41.0,70.0,13.0,3.0,5.0,12.0,11.0,11.0,43.0,10.0,48.0,22.0,4.0,0.0,2.0,3.0,35.0,450155154.0,1532187.0,41315.14,177433.0
91,High,2021-11-14,37.0,71.0,38.0,31.0,58.0,17.0,80.0,29.0,10.0,0.0,9.0,40.0,11.0,6.0,51.0,17.0,2.0,21.0,36.0,8.0,64.0,2.0,22.0,61.0,6.0,18.0,60.0,25.0,57.0,71.0,25.0,47.0,18.0,76.0,71.0,20.0,32.0,49.0,38.0,23.0,78.0,51.0,74.0,46.0,12.0,1.0,22.0,40.0,1.0,1.0,13.0,13.0,33.0,23.0,41.0,12.0,4.0,53.0,14.0,12.0,13.0,21.0,12.0,49.0,7.0,7.0,0.0,2.0,3.0,34.0,448622967.0,573962.0,41051.57,162015.0
92,High,2021-11-13,32.0,73.0,38.0,32.0,52.0,17.0,54.0,29.0,11.0,11.0,9.0,36.0,7.0,9.0,53.0,16.0,2.0,14.0,36.0,7.0,57.0,3.0,23.0,63.0,6.0,17.0,61.0,25.0,76.0,59.0,28.0,49.0,25.0,73.0,64.0,10.0,15.0,41.0,37.0,23.0,89.0,47.0,65.0,41.0,11.0,1.0,24.0,41.0,1.0,1.0,15.0,14.0,28.0,0.0,39.0,16.0,2.0,36.0,14.0,12.0,12.0,22.0,12.0,59.0,11.0,0.0,0.0,2.0,3.0,46.0,448049005.0,1163603.0,40862.0,160968.0
93,Low,2021-11-12,40.0,80.0,31.0,24.0,60.0,18.0,57.0,30.0,11.0,0.0,13.0,59.0,9.0,10.0,48.0,16.0,2.0,31.0,27.0,17.0,65.0,4.0,24.0,66.0,9.0,16.0,55.0,20.0,66.0,78.0,36.0,51.0,28.0,69.0,63.0,10.0,12.0,45.0,36.0,28.0,76.0,47.0,56.0,40.0,9.0,1.0,24.0,42.0,1.0,1.0,26.0,15.0,30.0,21.0,62.0,9.0,5.0,24.0,13.0,7.0,18.0,44.0,5.0,53.0,12.0,2.0,0.0,2.0,4.0,22.0,446885402.0,1968752.0,40684.43,178163.0
94,Low,2021-11-11,33.0,84.0,43.0,25.0,68.0,18.0,53.0,31.0,12.0,0.0,0.0,51.0,9.0,15.0,76.0,17.0,3.0,24.0,33.0,18.0,61.0,3.0,23.0,69.0,10.0,17.0,65.0,20.0,57.0,45.0,27.0,45.0,19.0,69.0,67.0,18.0,23.0,46.0,37.0,24.0,62.0,55.0,73.0,46.0,11.0,1.0,21.0,41.0,1.0,1.0,24.0,16.0,24.0,41.0,67.0,6.0,3.0,27.0,13.0,10.0,9.0,33.0,10.0,53.0,23.0,7.0,0.0,2.0,3.0,30.0,444916650.0,1583756.0,40575.86,181627.0
95,Low,2021-11-10,31.0,86.0,44.0,22.0,71.0,17.0,65.0,32.0,11.0,5.0,8.0,77.0,11.0,12.0,66.0,19.0,3.0,18.0,26.0,19.0,67.0,3.0,24.0,73.0,11.0,16.0,62.0,24.0,55.0,53.0,24.0,42.0,22.0,72.0,71.0,20.0,24.0,45.0,35.0,25.0,51.0,56.0,73.0,41.0,11.0,1.0,22.0,41.0,1.0,1.0,21.0,16.0,15.0,0.0,77.0,12.0,1.0,0.0,12.0,12.0,15.0,53.0,0.0,50.0,21.0,6.0,0.0,2.0,4.0,53.0,443332894.0,1746128.0,40513.43,191570.0
96,High,2021-11-09,34.0,85.0,34.0,24.0,73.0,20.0,56.0,32.0,13.0,0.0,9.0,53.0,12.0,14.0,68.0,21.0,3.0,100.0,28.0,18.0,87.0,4.0,29.0,70.0,11.0,18.0,73.0,18.0,56.0,73.0,23.0,39.0,19.0,73.0,75.0,23.0,26.0,45.0,40.0,24.0,69.0,56.0,77.0,53.0,14.0,1.0,21.0,39.0,1.0,1.0,25.0,16.0,20.0,42.0,73.0,15.0,5.0,10.0,12.0,18.0,28.0,43.0,5.0,43.0,12.0,4.0,1.0,2.0,5.0,30.0,441586766.0,1618128.0,40525.43,195032.0
