Date,MRNA_Open,MRNA_Close,MRNA_Difference,MRNA_Volume,JNJ_Open,JNJ_Close,JNJ_Difference,JNJ_Volume,BTNX_Open,BTNX_Close,BTNX_Difference,BTNX_Volume,DJIA_Open,DJIA_Close,DJIA_Difference,DJIA_Volume,PFE_Open,PFE_Close,PFE_Difference,PFE_Volume,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake
9/24/20,65.5,65.17,0.33,5565200,144.56,144.67,-0.11,5614800,62.62,62.83,-0.21,2863400,"26,716.09","26,815.44",-99.35,"447,810,000",34.11,33.93,0.18,20859925,40,81,42,23,72,8,54,27,6,4,0,47,4,19,61,20,7,14,34,18,55,11,24,69,46,24,62,23,63,32,25,45,16,78,65,37,43,47,67,10,64,85,69,44,1,1,24,50
9/25/20,65.89,69.47,-3.58,9190600,144,145.66,-1.66,5531200,61.27,66.69,-5.42,1670500,"26,694.51","27,173.96",-479.45,"388,900,000",33.72,34.2,-0.48,14365598,37,82,45,27,64,12,60,26,5,4,8,42,4,19,60,18,7,16,42,14,44,10,25,83,33,25,58,26,76,36,23,50,20,71,57,23,32,46,37,12,59,71,61,37,1,1,28,57
9/28/20,69.59,70.55,-0.96,7337400,146.73,147.11,-0.38,5843200,66.99,66.5,0.49,1750000,"27,362.14","27,584.06",-221.92,"401,860,000",34.31,34.53,-0.22,15044269,33,90,52,26,67,11,51,27,8,8,11,57,4,23,62,20,7,21,32,14,44,14,25,76,31,26,54,12,66,31,23,45,17,83,64,20,41,47,45,10,60,59,69,43,2,1,23,45
9/29/20,70.46,70.52,-0.06,6027600,147.6,147.06,0.54,6768600,66.6,66.86,-0.26,847600,"27,560.24","27,452.66",107.58,"303,820,000",34.56,34.32,0.25,13512491,43,89,40,24,71,11,53,27,8,0,7,33,3,21,49,22,8,26,30,17,60,13,23,71,38,25,51,22,58,34,23,50,16,78,66,21,43,44,39,11,58,58,70,42,1,1,25,42
9/30/20,72.51,70.75,1.76,15690700,147.45,148.88,-1.43,8487700,67.4,69.23,-1.83,1746800,"27,514.64","27,781.70",-267.06,"452,550,000",34.41,34.82,-0.41,22629275,35,81,47,23,68,9,52,25,8,4,4,38,4,58,69,17,6,5,29,17,45,12,21,73,36,25,51,25,61,40,23,43,19,78,65,23,54,44,44,12,55,55,71,41,1,1,20,44
10/1/20,69.57,70.03,-0.46,6839000,149.31,147.32,1.99,6457800,70,72.71,-2.71,2371700,"27,940.63","27,816.90",123.73,"373,450,000",35.02,34.51,0.51,22520396,43,84,60,26,69,8,48,24,8,12,11,50,7,25,54,16,6,26,33,16,48,12,25,75,35,41,43,21,60,32,28,55,19,74,61,19,43,45,40,14,57,54,68,43,2,12,33,45
10/2/20,67.9,68.81,-0.91,8004900,146.21,146.24,-0.03,5485600,71.85,73.7,-1.85,2327800,"27,536.39","27,682.81",-146.42,"392,770,000",34.21,34.52,-0.3,21461759,40,76,29,24,63,8,55,30,10,4,11,50,5,21,38,16,9,21,36,12,41,9,24,66,30,39,65,29,69,29,26,52,21,69,56,9,24,44,34,14,65,58,57,37,1,6,30,50
10/5/20,69.64,71.95,-2.31,6518100,147,148.23,-1.23,4992800,75.7,80.7,-5,3750600,"27,825.42","28,148.64",-323.22,"318,210,000",34.66,34.87,-0.21,19400029,39,86,66,26,75,9,60,31,11,8,15,36,5,19,66,18,8,21,30,17,37,15,21,65,33,36,54,17,64,40,23,45,18,80,62,21,41,49,42,10,64,55,70,44,1,2,23,43
10/6/20,72,71.04,0.96,7285500,148.28,146.26,2.02,5118200,86.84,85.59,1.25,5702100,"28,214.24","27,772.76",441.48,"435,030,000",35.1,34.32,0.79,25233392,46,86,46,28,74,11,53,30,10,8,4,46,7,22,46,18,8,20,31,13,47,12,22,77,35,35,64,16,60,33,24,45,18,78,62,20,45,46,47,11,63,55,73,46,1,2,24,43
10/7/20,71.23,72.37,-1.14,4190600,146.49,147.88,-1.39,5603100,83.32,86.23,-2.91,2354700,"27,971.36","28,303.46",-332.1,"328,750,000",34.4,34.6,-0.2,22160034,32,90,15,24,71,14,57,31,11,4,7,64,3,19,52,19,8,42,34,16,50,12,23,73,36,32,66,20,59,38,24,49,17,79,63,21,96,44,33,11,49,58,69,47,1,2,22,43
10/8/20,73.5,72.93,0.57,4023800,148.5,148.89,-0.39,4413500,85.83,87.95,-2.12,1826000,"28,348.86","28,425.51",-76.65,"314,750,000",34.72,35,-0.28,17857395,43,82,46,24,66,12,59,28,12,12,14,41,5,31,55,16,7,5,32,17,47,9,23,75,35,31,85,22,63,32,22,45,22,72,61,17,48,48,35,11,50,59,71,47,1,1,23,51
10/9/20,73.42,73,0.42,4774000,149.65,150.97,-1.32,5054100,88.98,89.04,-0.06,1462500,"28,533.61","28,586.90",-53.29,"324,050,000",34.94,34.91,0.04,23667465,39,81,53,30,63,11,57,28,11,0,13,57,6,21,73,17,6,30,43,11,38,11,22,89,22,29,51,27,72,32,20,45,21,66,56,10,19,45,34,12,58,51,60,37,1,1,28,53
10/12/20,73.61,75.31,-1.7,7590800,151.6,151.84,-0.24,7273200,91,88.74,2.26,2573100,"28,671.12","28,837.52",-166.4,"493,680,000",34.82,34.93,-0.11,19413837,34,86,61,31,70,10,58,26,9,14,12,80,5,41,46,20,6,6,37,14,29,12,23,76,19,32,71,13,65,33,21,43,18,73,63,18,45,45,43,10,63,56,74,49,2,1,28,42
10/13/20,75.93,78.29,-2.36,13669200,149,148.36,0.64,11057600,90.08,93,-2.92,2527500,"28,764.95","28,679.81",85.14,"526,110,000",34.79,35.01,-0.22,21543233,48,86,26,25,72,12,57,27,9,9,8,53,5,42,47,19,7,18,34,11,45,13,25,71,25,31,60,15,63,38,22,43,17,73,64,21,42,47,41,10,57,63,72,48,2,1,22,43
10/14/20,80.01,76.56,3.45,6634600,148.82,148.1,0.72,7706400,95.42,86.86,8.56,4180000,"28,731.30","28,514.00",217.3,"370,800,000",35.11,34.97,0.14,22120298,37,84,46,26,69,11,51,30,9,0,4,44,3,40,43,19,7,24,38,13,37,11,23,86,26,32,64,21,62,23,22,45,19,75,66,21,40,46,41,11,57,59,71,43,1,1,20,43
10/15/20,75.48,75.58,-0.1,5009100,147.48,147.19,0.29,5978600,85.65,90.38,-4.73,2029700,"28,323.40","28,494.20",-170.8,"328,940,000",34.75,34.68,0.08,16089205,36,85,39,22,69,11,54,28,9,14,20,40,3,30,41,18,7,29,43,15,36,10,22,81,25,30,49,11,63,31,23,43,19,70,59,17,40,48,36,12,52,53,67,45,1,1,22,46
10/16/20,76.06,73.94,2.12,4693600,147.6,148.1,-0.5,6097000,93.6,94.09,-0.49,2792500,"28,570.72","28,606.31",-35.59,"356,140,000",35.17,36.01,-0.83,42993503,42,77,54,22,63,10,50,25,7,5,17,54,6,23,48,21,7,0,54,12,63,10,21,75,21,29,66,23,74,23,22,45,21,73,58,10,17,47,31,15,57,50,60,39,1,1,28,49
10/19/20,73.97,70.96,3.01,6931300,148.53,144.32,4.21,7250800,96.23,93.92,2.31,2800200,"28,633.55","28,195.42",438.13,"358,700,000",36.45,35.86,0.59,31931352,35,90,33,26,76,11,62,27,9,9,13,56,3,21,74,20,8,24,39,16,37,15,26,79,25,34,58,15,65,36,23,43,17,75,63,21,45,50,41,12,52,55,76,51,1,1,23,42
10/20/20,72.07,71.31,0.76,5441300,144.66,144.55,0.11,5325400,93.92,94.35,-0.43,1872100,"28,245.85","28,308.79",-62.94,"350,220,000",35.93,35.57,0.36,22384852,36,88,53,22,73,12,55,29,10,10,17,57,5,22,35,21,9,18,39,15,58,11,28,78,39,35,63,19,61,39,23,44,18,76,63,19,46,48,44,12,56,56,74,49,1,1,23,41
10/21/20,71.57,68.37,3.2,4614800,144.12,143.93,0.19,5221300,92.75,87.72,5.03,3384600,"28,270.66","28,210.82",59.84,"299,420,000",35.44,35.18,0.26,18984859,33,88,47,22,78,13,59,28,10,0,13,50,4,22,65,21,8,24,36,17,32,12,23,89,33,32,57,21,56,31,23,43,17,72,62,20,47,45,38,13,39,56,72,48,1,1,22,44
10/22/20,68.5,70.84,-2.34,5212100,144.16,145.08,-0.92,5279700,88.99,86.36,2.63,2205900,"28,197.42","28,363.66",-166.24,"330,320,000",35.18,35.51,-0.33,19243616,37,85,56,28,72,12,61,27,9,0,0,47,3,24,62,19,7,35,39,14,42,11,22,89,27,31,67,11,60,33,22,45,19,73,60,22,68,47,35,16,57,53,70,44,1,1,24,47
10/23/20,72.3,70.53,1.77,3735100,145.88,145.24,0.64,4154400,89.61,88.69,0.92,2079700,"28,409.65","28,335.57",74.08,"347,300,000",35.99,36.22,-0.24,30557884,41,80,31,27,67,9,56,26,9,19,9,49,4,57,60,17,6,30,37,15,36,8,20,79,21,28,57,26,77,25,24,45,24,70,56,10,22,48,28,17,71,51,56,40,1,1,24,47
10/26/20,70.36,70.24,0.12,3872800,144.43,143.97,0.46,6929500,88.22,82.93,5.29,2879900,"28,185.82","27,685.38",500.44,"404,150,000",35.93,35.98,-0.05,33783124,41,84,19,20,68,12,51,26,9,5,12,34,5,29,60,19,7,11,34,14,64,14,26,78,23,37,65,16,63,36,22,47,19,75,61,21,43,49,39,15,59,58,71,48,1,1,22,39
10/27/20,70.45,70.67,-0.22,3812900,143.74,143.15,0.59,4890100,83,83.95,-0.95,2222100,"27,651.18","27,463.19",187.99,"366,400,000",35.14,35.51,-0.37,36851529,43,84,46,19,70,11,60,27,10,0,0,73,4,44,33,21,8,47,35,14,34,11,19,83,25,36,42,30,62,26,21,45,17,69,63,20,34,49,34,16,49,56,71,49,1,1,22,37
10/28/20,68.95,65.74,3.21,6044000,141.43,138.36,3.07,8426100,79.89,77.54,2.35,2566100,"27,102.14","26,519.95",582.19,"496,150,000",34.91,33.63,1.28,33857537,48,81,62,18,70,11,58,27,8,0,8,56,4,27,63,20,8,18,33,16,28,9,23,81,26,36,85,33,61,31,22,44,16,70,68,24,39,50,34,16,56,61,71,46,1,1,24,39
10/29/20,68.35,71.28,-2.93,13776400,138,137.19,0.81,7205400,81.49,84.81,-3.32,2512000,"26,480.98","26,659.11",-178.13,"419,770,000",33.66,33.47,0.19,27545341,45,83,45,20,68,12,57,30,9,9,17,34,6,21,51,18,8,29,38,17,33,9,25,66,25,34,47,24,66,33,19,43,15,73,59,21,54,53,34,19,56,50,69,45,2,1,26,38
10/30/20,70.8,67.47,3.33,7070500,136.68,137.11,-0.43,7364100,87.01,85.36,1.65,2253000,"26,572.27","26,501.60",70.67,"504,820,000",33.43,33.66,-0.23,25631067,37,77,24,20,63,11,56,27,9,10,17,35,5,17,26,19,7,36,44,12,28,9,22,78,22,34,61,38,77,30,18,45,19,64,59,13,18,51,31,24,59,50,57,39,1,1,25,40
11/2/20,68.02,67.11,0.91,4650300,138.98,138.69,0.29,7088000,87.9,87.1,0.8,2139900,"26,691.28","26,925.05",-233.77,"379,990,000",34.09,34.37,-0.28,21430666,34,95,52,38,76,12,58,28,10,9,33,38,4,36,68,20,8,35,77,15,37,13,24,73,22,41,42,25,54,26,18,47,16,65,61,20,44,43,31,57,50,54,68,43,1,1,19,37
11/3/20,66.75,69.08,-2.33,4366900,140.02,138.5,1.52,6363000,84.91,87.22,-2.31,1082600,"27,138.69","27,480.03",-341.34,"350,980,000",34.56,34.34,0.23,21636617,34,84,38,31,65,13,65,28,9,0,12,39,7,31,52,16,6,57,34,14,27,9,22,81,19,25,34,13,33,19,12,34,10,41,38,16,21,28,20,100,34,33,44,27,1,1,13,23
11/4/20,68.97,69.81,-0.84,5442100,139.49,139.4,0.09,10263500,86.51,90.69,-4.18,1701500,"27,512.83","27,847.66",-334.83,"447,860,000",35.16,35.42,-0.26,40870536,23,54,12,16,43,8,41,18,5,18,8,54,3,22,30,10,4,19,19,11,9,6,14,63,14,30,36,10,39,26,15,36,13,53,48,20,31,31,28,27,51,39,56,33,1,1,15,27
11/5/20,71.09,71.48,-0.39,4449900,140.55,139.76,0.79,8016200,91.33,92,-0.67,1459800,"28,083.37","28,390.18",-306.81,"390,140,000",35.34,34.53,0.82,33926995,27,60,21,14,51,9,47,22,8,0,18,22,4,23,43,13,4,21,26,12,27,7,16,53,17,32,44,26,45,22,16,42,15,57,50,22,31,34,25,18,49,42,53,36,1,1,18,31
11/6/20,71.42,72.45,-1.03,5841000,140.4,142.25,-1.85,5942500,92,92,0,861300,"28,399.13","28,323.40",75.73,"326,710,000",34.53,34.54,-0.01,23870676,41,62,13,17,56,11,54,25,7,4,17,28,3,24,40,14,5,24,31,11,29,5,19,71,14,32,36,29,55,28,16,49,19,58,52,14,17,35,24,18,61,41,47,33,1,1,22,36
11/9/20,77.75,77.74,0.01,20266800,148.43,146.08,2.35,12351600,114.02,104.8,9.22,14614900,"29,467.90","29,157.97",309.93,"673,310,000",39.72,37.19,2.52,230153864,35,83,25,31,74,14,57,30,9,18,16,51,8,33,39,24,7,39,33,17,32,10,23,83,21,45,73,32,59,40,20,45,18,73,69,25,38,41,31,10,61,57,75,49,2,1,22,38
11/10/20,80,76.05,3.95,10499400,147.25,148.28,-1.03,7386500,110,112.76,-2.76,8029100,"29,254.17","29,420.92",-166.75,"526,980,000",38.38,36.7,1.68,80091668,46,82,22,21,72,12,58,31,10,18,16,48,7,100,65,26,8,34,32,15,23,11,25,83,25,46,61,18,58,29,20,44,20,69,68,22,30,42,33,10,61,52,72,47,2,1,21,36
11/11/20,77.05,82.44,-5.39,18576500,149.17,147.8,1.37,6382400,112,109.45,2.55,3274100,"29,524.35","29,397.63",126.72,"376,700,000",36.89,36.53,0.36,58980997,39,83,25,21,69,13,54,32,11,27,24,30,7,63,58,23,8,38,39,13,34,9,23,75,21,46,81,10,58,37,22,47,20,74,100,24,27,42,36,11,56,52,74,50,1,1,21,37
11/12/20,85.18,87.81,-2.63,21700100,147.61,148.3,-0.69,4710300,106.81,101.63,5.18,3596500,"29,231.91","29,080.17",151.74,"369,320,000",36.32,35.63,0.69,46767877,37,81,37,21,74,13,56,29,10,4,12,32,13,36,50,22,8,11,36,17,38,7,25,72,27,46,60,34,62,28,22,44,20,70,83,27,41,42,30,11,62,54,73,52,2,1,21,38
11/13/20,86.62,89.39,-2.77,14121100,149.09,149.9,-0.81,5893500,104.12,106,-1.88,2997500,"29,203.90","29,479.81",-275.91,"348,810,000",35.93,36.64,-0.71,40175634,45,80,44,30,67,11,54,29,8,14,12,46,10,32,43,20,10,11,49,18,35,7,23,74,22,47,63,25,75,26,24,47,25,70,74,15,13,40,29,13,75,48,69,40,2,1,25,39
11/16/20,100.31,97.95,2.36,70853100,150.92,150.85,0.07,6266400,96.64,91.52,5.12,11171600,"29,672.36","29,950.44",-278.08,"418,290,000",35.92,35.42,0.5,75530167,49,89,51,22,81,13,58,31,11,9,33,61,10,23,38,23,11,28,36,17,35,13,24,77,24,55,66,25,59,28,21,45,23,73,69,24,47,39,36,10,73,64,76,51,2,1,22,35
11/17/20,97.23,93.15,4.08,26172000,150,149.35,0.65,7297700,89,86.93,2.07,4057400,"29,800.15","29,783.35",16.8,"372,380,000",36.49,36.04,0.45,46984500,47,87,50,26,78,14,62,32,11,9,12,42,11,20,48,23,11,22,35,18,37,13,26,78,27,55,63,23,63,29,20,47,23,73,70,27,40,40,32,10,63,59,78,53,2,1,22,36
11/18/20,93.87,88.89,4.98,21823500,148.87,147.37,1.5,6661000,90.8,90.44,0.36,5772600,"29,875.40","29,438.42",436.98,"382,850,000",36.93,36.32,0.61,63442700,48,87,29,21,75,15,62,34,12,14,13,44,13,22,53,24,10,18,33,20,31,10,24,86,28,52,68,22,60,37,21,47,24,72,76,27,34,41,42,12,56,56,76,48,2,1,21,35
11/19/20,90,92.77,-2.77,16002000,147.3,147.14,0.16,7987700,91.6,94.93,-3.33,3400100,"29,370.92","29,483.23",-112.31,"331,330,000",36.6,36.19,0.41,43261800,40,82,41,29,70,16,65,31,9,5,16,49,13,19,56,20,9,17,34,20,33,9,27,81,27,52,64,23,65,32,22,49,25,74,70,25,43,42,31,12,75,49,72,53,2,1,22,37
11/20/20,95,97.61,-2.61,15306300,147.05,146.36,0.69,6354900,100,104.07,-4.07,6776800,"29,437.57","29,263.48",174.09,"305,350,000",36.7,36.7,0,60633800,34,79,53,30,70,13,60,32,10,14,13,38,6,19,43,22,9,24,42,15,32,7,23,78,23,51,60,39,77,27,21,49,31,74,65,13,23,42,29,17,51,48,59,42,2,2,24,39
11/23/20,100.77,101.03,-0.26,16359600,146.01,143.87,2.14,7318300,109.73,106.5,3.23,5194200,"29,332.82","29,591.27",-258.45,"387,200,000",37.03,36.52,0.51,43673100,40,82,36,26,65,16,55,31,12,33,25,47,5,17,47,23,9,11,35,14,39,14,23,80,21,52,60,22,65,28,21,45,33,72,70,21,33,41,29,12,59,51,69,44,2,1,22,36
11/24/20,98.4,98.56,-0.16,12515300,144,143.87,0.13,11034800,100.92,101.87,-0.95,3864000,"29,746.11","30,046.24",-300.13,"432,760,000",36.13,36.6,-0.47,42485300,34,81,76,24,67,15,60,32,10,14,21,48,8,18,40,24,9,12,35,16,41,10,25,76,21,51,45,22,58,41,20,46,48,69,70,16,20,40,29,14,56,45,62,47,2,1,21,35
11/25/20,99.03,109.18,-10.15,25850700,144.06,143.68,0.38,7594600,100,104.96,-4.96,3007400,"30,058.87","29,872.47",186.4,"323,030,000",36.53,36.53,0,26955800,38,78,61,32,58,15,58,32,8,10,22,32,9,15,29,22,11,18,33,11,48,8,22,66,15,46,51,7,76,32,17,47,100,72,80,8,6,33,23,14,52,45,51,37,1,1,19,31
11/27/20,115.12,127.03,-11.91,43438500,144.5,144,0.5,3059000,106.44,109.99,-3.55,3874600,"29,911.33","29,910.37",0.96,"177,040,000",36.78,37.23,-0.45,25277000,32,60,78,26,48,15,51,28,8,10,13,30,5,10,30,31,8,6,47,8,47,6,21,65,11,45,45,10,92,33,20,50,22,80,74,8,14,37,27,16,67,45,53,39,2,1,23,38
11/30/20,144,152.74,-8.74,73203100,144.23,144.68,-0.45,15663200,113.64,124.24,-10.6,9934800,"29,854.51","29,638.64",215.87,"551,350,000",37.95,38.31,-0.36,65425900,45,84,54,28,68,15,57,29,10,4,16,61,3,20,43,26,10,5,32,15,28,14,23,72,23,49,77,35,69,39,19,43,16,72,73,24,38,40,33,13,77,52,68,47,2,1,21,33
12/1/20,177.66,141.01,36.65,125130400,146.29,147.45,-1.16,9738200,124.5,114.01,10.49,9619800,"29,797.50","29,823.92",-26.42,"429,510,000",39.4,39.41,-0.01,72499700,39,82,47,30,73,14,58,30,11,14,28,68,4,20,35,25,10,17,32,17,36,10,27,68,26,47,61,54,63,30,20,45,17,70,72,24,30,40,39,13,75,49,69,51,2,2,21,34
12/2/20,138.63,143,-4.37,51217300,147.85,148.14,-0.29,7745500,120.85,121.09,-0.24,7164700,"29,695.09","29,883.79",-188.7,"385,280,000",40.47,40.8,-0.33,84347500,40,80,44,31,69,14,58,31,11,9,16,54,4,22,39,23,15,17,35,15,28,11,24,70,26,47,66,36,67,34,22,46,17,70,72,23,31,42,40,12,55,55,74,50,2,1,20,34
12/3/20,143.5,157.26,-13.76,38656500,148.04,149,-0.96,7310500,119.85,118.68,1.17,4264600,"29,920.83","29,969.52",-48.69,"405,680,000",40.98,40.09,0.89,68570100,33,84,40,32,73,13,66,29,11,22,12,36,5,21,47,23,12,34,32,20,32,9,26,70,26,45,49,60,68,35,22,45,17,73,69,22,37,42,35,12,58,51,67,52,6,1,20,36
12/4/20,157.59,152.52,5.07,27704800,149.79,150.27,-0.48,6747100,117.84,120,-2.16,3142600,"29,989.56","30,218.26",-228.7,"356,590,000",39.89,40.34,-0.45,35368100,38,80,70,38,74,15,66,29,9,9,28,43,11,17,50,22,10,0,40,15,24,10,25,77,24,45,39,60,86,34,21,49,21,73,68,13,20,42,29,16,87,51,60,45,4,1,22,39
12/7/20,155.03,159.52,-4.49,31409800,149.35,148.97,0.38,6634700,121,125.7,-4.7,4925300,"30,233.03","30,069.79",163.24,"365,810,000",40.66,41.25,-0.59,48253700,45,84,62,32,80,13,65,30,12,18,28,51,7,22,67,21,10,45,35,18,20,12,24,73,24,49,56,44,74,31,21,45,16,77,70,24,36,40,39,11,63,60,70,51,9,1,22,35
12/8/20,165.75,169.86,-4.11,27738700,150,151.55,-1.55,8339800,127,128.11,-1.11,4597500,"29,997.95","30,173.88",-175.93,"311,190,000",41.4,42.56,-1.16,87039300,35,84,62,30,76,14,71,32,10,13,28,51,5,21,65,22,9,56,31,15,25,11,24,71,26,47,73,41,67,32,21,44,19,75,72,25,43,40,37,12,62,58,69,53,17,1,20,35
12/9/20,170.2,156.59,13.61,40951700,152.83,153.1,-0.27,8440100,128.99,122.81,6.18,5265200,"30,229.81","30,068.81",161,"380,520,000",43.07,41.85,1.22,86118500,40,82,41,22,71,15,72,30,9,14,12,37,3,20,58,25,9,17,32,15,29,10,26,84,25,46,43,36,67,36,22,43,16,71,74,24,44,39,45,13,61,56,69,49,22,1,20,37
12/10/20,151.13,155.69,-4.56,22060000,152.82,152.25,0.57,7392900,123.82,129.54,-5.72,5381300,"30,032.55","29,999.26",33.29,"325,550,000",41.82,41.73,0.09,57749200,51,85,53,27,75,14,66,30,10,9,8,48,5,19,43,20,9,22,35,15,33,9,26,74,25,44,56,45,74,30,22,44,18,69,72,22,40,41,41,12,68,55,67,47,19,1,20,36
12/11/20,159.7,156.93,2.77,22069900,151.53,152.95,-1.42,5977400,130.1,127.3,2.8,4303700,"29,988.21","30,046.37",-58.16,"393,870,000",41.97,41.12,0.85,60737000,34,79,19,21,67,14,61,30,10,0,12,55,5,20,63,20,9,18,40,9,33,10,24,75,22,43,56,50,100,27,21,45,22,71,74,12,14,40,33,15,77,45,61,40,15,1,21,38
12/14/20,163.4,155.07,8.33,22467700,153.25,149.07,4.18,8547300,126.63,108.27,18.36,10907900,"30,123.91","29,861.55",262.36,"371,980,000",41.62,39.21,2.41,94809700,38,85,44,28,68,15,57,29,9,9,8,48,1,33,36,20,9,22,31,14,16,13,21,78,21,45,59,39,75,32,21,41,17,68,74,29,40,41,35,11,57,54,68,43,17,2,25,35
12/15/20,157,147.22,9.78,36451300,150,150.57,-0.57,7612600,114.21,111.2,3.01,5711800,"29,919.09","30,199.31",-280.22,"417,770,000",39.06,38.71,0.35,65712800,34,81,35,21,68,11,60,30,9,13,28,48,2,41,61,20,8,28,31,15,30,12,20,77,24,45,51,24,67,33,23,42,19,71,73,28,44,42,29,13,58,54,62,47,15,4,24,34
12/16/20,137.75,137.03,0.72,28476300,150.2,149.67,0.53,8486100,112.22,105.78,6.44,4802600,"30,191.38","30,154.54",36.84,"344,590,000",38.18,37.84,0.34,56515300,37,79,45,24,66,14,57,31,10,5,12,58,6,26,57,24,8,29,32,17,32,8,23,72,24,45,54,45,67,26,23,42,16,68,72,28,36,42,32,13,55,48,65,45,16,2,20,36
12/17/20,137.92,144,-6.08,32404500,150.09,153.62,-3.53,9920300,102.64,106.43,-3.79,3487800,"30,216.00","30,303.37",-87.37,"345,530,000",37.83,38.03,-0.2,52036400,30,77,25,27,66,14,61,28,9,23,16,51,3,11,48,20,8,23,37,16,25,8,21,70,24,46,55,22,64,26,24,44,18,65,69,23,35,43,34,16,55,46,62,49,12,2,20,37
12/18/20,141.51,140.23,1.28,33157800,153.65,154.51,-0.86,17137200,106.46,104.24,2.22,3108200,"30,314.26","30,179.05",135.21,"782,070,000",37.99,37.68,0.31,60259200,36,72,37,24,55,14,62,29,9,5,29,38,3,12,44,20,9,18,44,12,32,9,23,79,21,44,59,45,86,25,23,47,23,62,70,22,15,41,24,18,57,47,53,43,11,2,23,38
12/21/20,140.84,138.3,2.54,23921000,152.01,153.02,-1.01,7893400,107.51,106.46,1.05,2611000,"30,159.00","30,216.45",-57.45,"437,480,000",37.28,37.38,-0.1,40891800,31,73,46,33,57,15,62,29,9,5,20,31,6,8,41,25,8,12,31,14,50,15,19,69,14,49,67,35,68,28,24,45,24,57,67,66,14,43,30,16,54,47,56,44,11,1,22,37
12/22/20,139,125.88,13.12,36035800,152.4,152.72,-0.32,4699500,107.07,100.56,6.51,5021000,"30,200.20","30,015.51",184.69,"388,810,000",37.21,36.74,0.47,33634400,34,75,40,28,55,14,63,31,10,5,8,26,4,11,44,28,8,24,35,12,53,14,23,70,14,49,69,44,73,30,23,42,23,51,67,36,9,42,26,15,62,44,61,43,11,2,21,36
12/23/20,120.05,130.34,-10.29,41905000,152.8,151.94,0.86,4607300,97.12,100.06,-2.94,3414000,"30,046.73","30,129.83",-83.1,"274,050,000",37.01,37.44,-0.43,36182000,32,69,31,32,49,15,58,31,10,10,9,36,4,8,45,21,8,18,37,10,39,9,20,71,14,48,54,26,63,31,20,42,34,50,66,21,9,39,26,12,59,43,53,35,9,1,21,35
12/24/20,125.94,123.39,2.55,12720600,151.85,152.47,-0.62,2114900,98.5,96.96,1.54,1039100,"30,155.92","30,199.87",-43.95,"145,570,000",37.4,37.27,0.13,14790100,33,61,42,26,45,14,51,29,8,15,22,24,1,4,29,23,7,38,38,8,47,7,24,64,14,41,35,50,83,24,22,45,56,45,79,14,6,33,21,14,70,44,40,35,7,1,17,32
12/28/20,120.04,111.4,8.64,31088200,153.32,153.19,0.13,3855500,95,88.11,6.89,4698900,"30,283.23","30,403.97",-120.74,"302,490,000",37.36,36.82,0.54,26993700,38,81,23,23,54,14,66,32,11,9,12,19,3,12,37,37,8,24,37,12,49,17,26,72,11,52,72,42,70,27,20,45,20,64,64,20,15,44,28,17,61,49,63,45,11,1,25,42
12/29/20,107.8,114.39,-6.59,23718800,154.11,154.14,-0.03,5212000,84.45,88.28,-3.83,3300400,"30,492.07","30,335.67",156.4,"357,610,000",36.9,37.05,-0.15,23152100,32,78,36,26,52,13,71,33,11,24,29,47,3,11,38,39,8,6,35,14,53,16,25,75,11,51,69,46,57,20,20,46,19,62,63,27,10,43,30,19,76,48,60,41,13,1,22,41
12/30/20,118.4,111.13,7.27,23965500,154.74,156.05,-1.31,5412800,90,83.94,6.06,2941100,"30,415.09","30,409.56",5.53,"291,890,000",37.03,36.74,0.29,24889800,35,79,36,26,55,16,64,33,9,0,17,31,4,11,33,40,8,6,37,13,53,13,23,74,11,50,57,31,64,26,19,46,19,58,62,23,8,45,31,19,68,49,55,44,11,1,20,40
12/31/20,110.55,104.47,6.08,23369900,156.53,157.38,-0.85,5099900,83.38,81.52,1.86,2607100,"30,417.64","30,606.48",-188.84,"284,470,000",36.66,36.81,-0.15,30796500,38,74,59,32,49,15,58,32,9,14,33,34,4,10,25,37,8,6,37,12,34,11,24,85,11,43,39,37,62,25,20,55,21,62,58,14,21,40,25,18,52,46,48,38,9,1,20,42
1/4/21,107.23,111.73,-4.5,22439600,157.24,156.5,0.74,11765900,85.45,85.73,-0.28,3138000,"30,627.47","30,223.89",403.58,"475,080,000",36.87,36.81,0.06,33565700,32,88,76,34,60,15,62,31,10,4,4,26,3,11,48,36,9,27,34,17,39,19,28,73,17,46,52,26,67,29,21,46,16,67,65,26,32,41,32,16,57,48,69,51,15,1,21,38
1/5/21,113.82,109.18,4.64,15450800,156.25,158.34,-2.09,9602300,87.95,86.78,1.17,1970900,"30,204.25","30,391.60",-187.35,"350,910,000",36.72,37.19,-0.47,29909400,42,85,40,28,63,14,63,32,10,18,23,44,2,12,49,31,7,38,32,20,43,17,25,73,21,43,62,25,60,32,22,45,17,59,61,19,38,40,29,20,70,52,63,42,11,1,20,34
